 	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99
EG10979	0.1271236327399079	0.07067292596427797	0.24531098452248568	0.08069775139428538	0.11746429356339816	0.19811068171094717	0.23286302361646283	0.08537789133680443	0.06508827494241289	0.14448345261882461	0.2707831302044501	0.10386670240315322	0.2819270792196808	0.2528107124319821	0.11173904875126553	0.04226865328669948	0.29039667059392477	0.18669210703771652	0.11760359261817492	0.17508658385358483	0.06825727093307143	0.21822051140376503	0.14540580104876372	0.16593928481613865	0.14787474840534284	0.13428407445691173	0.28116058747656303	0.08686006840840049	0.08492957360026339	0.07555121511495334	0.05456913352694807	0.0850603121712579	0.15045444425548293	0.12344500936721699	0.08391950388170681	0.22690552523971416	0.12006349132614928	0.09306267533270123	0.147847335160749	0.11174865799176263	0.15807658370742592	0.077665778638461	0.20464459119303963	0.1776178295097431	0.14800507830322895	0.08617154025211714	0.10570784406445807	0.06379326469798507	0.03336611364984833	0.10162956494129427	0.4435149911312134	0.08353362678669532	0.06065905670050856	0.14693181781085177	0.11837954577735793	0.1674248100153261	0.2088847981616868	0.2331430968035735	0.21326505551986877	0.15604920031259456	0.2921247977555497	0.15659611097387482	0.1647028139659075	0.0727882985495437	0.09194416671325037	0.10468372994768858	0.23758547679619357	0.09846121135979068	0.06575388120409639	0.06256128370366337	0.04320928920074653	0.089614430456659	0.14473048683957865	0.23000015000476143	0.19026815722865148	0.06716375432340932	0.13196019076732943	0.09804889373064314	0.0692529734973577	0.09468086437494636	0.1428546982062184	0.2055820506825357	0.0798236848374004	0.22629270100776044	0.17471373393157946	0.11458220202920366	0.019812013581418382	0.0848197973772187	0.24599963377041478	0.1948301008662065	0.11955357397485529	0.296399009254748	0.03851801868880885	0.35751079823601783	0.42757197819122933	0.25447343583015086	0.11373909028036858	0.08073950369192875	0.2281721303410921	0.0942163399165559
EG10440	0.06224384378847289	0.18028900473176482	0.3369232699262548	0.19867623072879229	0.4068962611671721	0.177393365707291	0.29761361762707095	0.21361134866094517	0.2635940378888902	0.11532986275466063	0.42568617269988934	0.10708417313389829	0.20340362120413602	0.16181737652369013	0.3289266542518276	0.1523358682045556	0.21146134026159993	0.3078808534347829	0.11703512599884718	0.10692028760857622	0.273255154371666	0.32765363477731146	0.213806333461998	0.16853072492549565	0.2357301979668777	0.2800022171247519	0.31336094617653604	0.06788816150217172	0.36762663693951547	0.24923442907222496	0.18452080896183334	0.2713431564432886	0.3176930843776328	0.19954477504712978	0.31682891007359076	0.3396523225652309	0.10218127295896584	0.1121027781916729	0.33401229767473717	0.25498630447433235	0.2973357058279611	0.38515832037247644	0.3514634583519776	0.16065127341099666	0.2663076990745499	0.24036079206464386	0.2919589469052483	0.26339214844269343	0.05505236393563557	0.3056884328465037	0.37230522172419456	0.28873676623340494	0.28786231126436607	0.32381885307277547	0.3190258276626879	0.12312195450968375	0.29966500532388063	0.4190421534507634	0.2870855092905848	0.2974267809736002	0.1710245006581686	0.17227344910434125	0.3467018390142176	0.22901924424966777	0.23600233184023592	0.21466811318724163	0.28915622956727316	0.06885772294879797	0.15809062324905074	0.34411710076612584	0.07759120174199051	0.24485520433983265	0.20652971695936764	0.24998154066396674	0.2653128587125858	0.21564347521689362	0.13488688463450663	0.26999610300696114	0.3550684217159766	0.27630895642327896	0.11467745628533325	0.3109182068717224	0.3600577488179449	0.29473215563141625	0.3371741905320746	0.37623806226249984	0.06980857212913284	0.2807599387388362	0.23623121469258354	0.06480840952344488	0.3097587710358212	0.20667411220195508	0.0663291382840393	0.2244664200455962	0.3992448186580397	0.1575376168869602	0.2611914921153878	0.3858172157547665	0.3417411435274941	0.09434032126160419
EG11612	0.1727539534617551	0.33172854395259815	0.23511001563344364	0.22371911045393916	0.39104079830895544	0.28838727831476085	0.2600579163566894	0.2652875112022321	0.3252217629857724	0.25287144933911265	0.2254389492267905	0.2683870525887638	0.28077908463039664	0.34216971764688137	0.30116146996279325	0.3081296987248869	0.48156710910627604	0.24697451334564577	0.2795857737987645	0.2522427746393128	0.38602038298569896	0.29788110571323906	0.29904484406118587	0.33818153909820403	0.27322433812767616	0.39650953215853124	0.2785333259534776	0.19043129203129058	0.24161467470677397	0.27422246575640513	0.28829097565907996	0.2748312920926156	0.2787680562782533	0.41664339298807174	0.3283734244515616	0.24184615348038926	0.20857533424618468	0.3668965125202164	0.27046344515003784	0.32631480274760766	0.36242939288499426	0.43983011343275763	0.24887703246812848	0.26925776006263946	0.2846527907189725	0.31926388419803353	0.31188483606533296	0.31607792513577126	0.23965832661338932	0.29706787796714634	0.3970474242187823	0.29222411544386323	0.3100101434035815	0.3806565951098191	0.3280382503991316	0.27186635718739083	0.24270339486497636	0.26094171516414993	0.28374576116080663	0.24428621218874771	0.28026676914296245	0.3623914085690408	0.26668583223027653	0.32030384696298203	0.24233971748769836	0.27725936502951976	0.2654451531970441	0.15509706349906094	0.3773674225703532	0.2683090438089306	0.14665900632861223	0.39502645674488424	0.35044729364683436	0.28752364583118833	0.30191675749244967	0.24563853311852785	0.23077903587020912	0.34305225884241036	0.28499772947682384	0.38111864128731704	0.27149788628251614	0.3386334478248865	0.28961531483259495	0.3447655468720625	0.3147151501779675	0.23077238263487887	0.13472543871114076	0.24595219231245274	0.2354457334788318	0.19052925096442105	0.26999979729918866	0.3833342248322146	0.1735478463486552	0.26135132886170676	0.30608282832877676	0.28511041989575525	0.31834070303962814	0.2948819046325109	0.2804279380486458	0.28061921064971784
EG12996	0.20932837221835413	0.20177688680401928	0.4034103960714782	0.12371411426969386	0.17823497156735751	0.25205651231606313	0.40612133825557206	0.16588155321691628	0.22853711651652653	0.19752964116143532	0.537857525373149	0.20250655460036543	0.5127055191358839	0.4258695150595569	0.296100011333639	0.1235698324328376	0.49306685502959147	0.39439517862090073	0.11029582723452194	0.27365394858420367	0.22287324037192086	0.3148010417416137	0.23391048999291303	0.3379174526982957	0.2625991630296939	0.21210880851800826	0.6432034642176913	0.13472744126844854	0.17605534630356673	0.19239282328098573	0.15732118704141623	0.19536098614015554	0.3069186638201122	0.18479087796547408	0.25024037497309176	0.47873528828787587	0.1621918269226818	0.18139265307373154	0.2610233211266493	0.17597774005394262	0.2678673152340067	0.1559075177534884	0.34027243982908567	0.2635252542208947	0.4282800206226591	0.20927623446426796	0.22494074449813642	0.20425550865172634	0.06543355054611162	0.24825132288189927	0.5659342674782363	0.19955177289947446	0.12543198598909164	0.40661659047835097	0.2030252477684903	0.27790084029540174	0.31705928109113035	0.41085136257533966	0.4580456610959333	0.2608442839988281	0.4675432249364388	0.20500724615680727	0.4231620423517175	0.20350360964165146	0.14828910312020774	0.22016910479146282	0.44227691327201957	0.1224002289704882	0.1771318377376061	0.22872863259348933	0.09822696871645122	0.20036214704247732	0.228562670341449	0.36443047880164786	0.29093303691228584	0.1820393243521444	0.15637285498660233	0.2090637334705025	0.20312458099245942	0.1717251746755323	0.19297829945626932	0.5131911507553282	0.23124397855425094	0.38864985046032813	0.3177093250169287	0.2715782247139293	0.06592146940957964	0.2380207652178607	0.411768911924064	0.21457542333707091	0.2640453800871812	0.3875794877840618	0.053043327571438675	0.47138972609239027	0.6645387745725786	0.30171987443723053	0.23537451887160657	0.25057416062639365	0.32697132962229525	0.10376671217964131
EG10317	0.15463619517942995	0.34661635420740433	0.43582064474378124	0.2812494099946581	0.39652144059124966	0.19932654039284953	0.394510582215288	0.30980593088910624	0.4559597972122675	0.26137043044122565	0.422628237869431	0.24874132855532427	0.32069848445048493	0.3586542575353169	0.4181624039606428	0.22225947036961075	0.2693235368458106	0.4574623990742608	0.24083101017349376	0.2647184425018744	0.49665039894446483	0.4561220570174259	0.277034823805505	0.44597253383674235	0.360316069266868	0.3111400650055154	0.3568749463878407	0.1373158590905106	0.44715759479727535	0.43599489140200764	0.3131696331553889	0.39826321238861506	0.4177419865310057	0.26534160288217745	0.44604626647397877	0.40253506366787106	0.19233075965328578	0.2616488286735301	0.46967855552473775	0.49258740931794465	0.4303371379992461	0.36488523465846445	0.41479764847032424	0.3580134679816145	0.36992178137350296	0.3685079148461723	0.4216590135030738	0.36186534446228863	0.10420727963058316	0.3707787190127395	0.33038627436864904	0.44471189750978757	0.26334894819276033	0.35946865888700935	0.34641209204937656	0.2242098538569313	0.39762820527025	0.4534279799178425	0.3982587958968611	0.45833919954104646	0.3265306235877316	0.24787698390254476	0.44465782342730564	0.4473333216163973	0.2678859584179592	0.33531465052796555	0.33685817855648087	0.13154444143719712	0.3490520737387464	0.43883332224248933	0.0866464876025316	0.3128899875618089	0.3924920924516861	0.3743917806177767	0.33689504106792856	0.3611799555037339	0.25339775347896815	0.3376254535486768	0.38529595900627467	0.3939814167893674	0.19849451053194317	0.38164704365658425	0.44216323277128067	0.41791158164743053	0.4776419307593185	0.378566779247842	0.13133708561156063	0.4276153421428131	0.25184140750695755	0.15721406333193386	0.320967488909448	0.33679147614131566	0.12404431528393278	0.4443665713641436	0.4179612954445875	0.24445037796170171	0.2890139320800919	0.41152757992531785	0.40801187330572014	0.1614163235362301
EG10347	0.4446870896839694	0.6500000918411529	0.9360126954641351	0.6419906683244675	0.9066131320823896	0.5027952815142884	0.9437298694338009	0.6526958075338634	0.9025665283298202	0.6771900171923421	0.9366031031433039	0.6131179673858264	0.6657382221731052	0.661037512483188	0.876711549698133	0.4973261468734796	0.6519446403688851	0.9534664620063851	0.47786473797226997	0.4622265046617364	0.8128131272600518	0.8844034333897107	0.5612550574055695	0.8611469750168056	0.8550165962919412	0.8483211865104311	0.91545015071487	0.5457872645154458	0.9228193237396638	0.651030894342198	0.781425758192451	0.8510579188634664	0.9568190122036564	0.5288896596075876	0.8690419174668806	0.9325699364294581	0.5951080121148639	0.6565233160630665	0.7321257818784016	0.7649169739025073	0.9096258304035072	0.8076697074313156	0.8014771208362549	0.445857353145893	0.7635124257496604	0.9188318760864317	0.9437973630191674	0.9167962336594672	0.3978695404509919	0.6584967857010713	0.712446168442829	0.9075777001747385	0.5588470615926782	0.8100744768436193	0.7629585245927895	0.4868894911584631	0.7517291761310153	0.9339878631069861	0.771079320350248	0.6533924943348618	0.4480121161673063	0.5728952742520603	0.7847964259643714	0.5980359038249456	0.7276395294303539	0.8492837769590672	0.7457599586266341	0.405684708435225	0.4444506318410042	0.7019251165544467	0.42504163893376157	0.8665509399006037	0.8342163011344282	0.9084494560397756	0.65457535411751	0.7503483981170813	0.49646890627550194	0.7055713669168199	0.9615639814682722	0.8059083835391622	0.6586414893257005	0.749642834318663	0.9150227216527523	0.6073263015443531	0.9325322796160973	0.7761980981772661	0.32356770763664733	0.7853667211998999	0.5829081929768888	0.5890276458230229	0.789339716308563	0.7757047613910795	0.4676302146846962	0.8262205052427861	0.8403967045896961	0.5472721781887872	0.6381489517864628	0.9319888972380029	0.6583418936076453	0.378240525704027
EG10571	0.3063898631660163	0.5710199805276567	0.6393667320170306	0.42622307756033534	0.7070596797773903	0.46327269486716977	0.6872161224147887	0.5592055322871259	0.6724116117529915	0.5037940339956691	0.6227999068750256	0.5369260513394084	0.4820640478931522	0.6943850432736595	0.5770329705497299	0.4319325871847887	0.6453326885951041	0.6762820037314288	0.412136900644313	0.5162717975105208	0.7555339858620397	0.5975280062374623	0.5051483717104481	0.6722290956217065	0.6438472607871989	0.6130360378535248	0.558934635435897	0.2724668508879936	0.5286727374329175	0.7753016762670671	0.611160341113499	0.7478102638047031	0.6500002448090055	0.4595503252316309	0.7480606553984309	0.6092311426913796	0.34215023797904687	0.5552577706478563	0.7045717519274639	0.6677882153081863	0.7701243208817942	0.7289361321557776	0.5940613845131142	0.5026648104541819	0.6331350874520646	0.5762046589241295	0.6291640888046295	0.6705811934258984	0.2505060591907495	0.7542424695598268	0.6018233453173858	0.5608072712364764	0.39122130983557785	0.5722981235598008	0.5495303999913158	0.4749676474832061	0.6945379041661682	0.7888997957682534	0.6179037413511559	0.5995794128465712	0.5081736969922946	0.3438643267075897	0.578080144808101	0.5607238733460851	0.6499997477677264	0.7184919036665285	0.6818955453522356	0.3780756090106348	0.5690468391698829	0.8467975128715012	0.21920944797368713	0.5534642321017599	0.7361555213921706	0.5391417373240464	0.4603647873927888	0.4235353086821912	0.46418116074496	0.634515188104945	0.5838679868791529	0.734263736621546	0.4751066308423966	0.7281588510729942	0.7170336912028733	0.7048847328375295	0.6672849980107789	0.5676538059416544	0.20991261415327345	0.5911980524763737	0.5159940029976939	0.272100447508796	0.4768944369852877	0.6866991036747753	0.2677465748848577	0.7182201492075787	0.7385915648025395	0.599371412359599	0.5683756519930578	0.4992655130136822	0.6997493912484399	0.2991027282894233
EG12316	0.16715140214231744	0.08916373452878608	0.46445789131779214	0.09955253781735987	0.1748148344385224	0.18992690150055414	0.33454313695087684	0.13656208810610235	0.09645215428421502	0.26452382649319994	0.3155836115129626	0.12231071062857246	0.4554480036593716	0.32186586300801473	0.17290903412321315	0.08780813918909267	0.3408748579212499	0.31079283381863343	0.12166369376732654	0.21983140720352373	0.11020987646351571	0.3683289687233822	0.2503489344783376	0.21430121412692008	0.21732895686496	0.24205217947014784	0.33392113514423954	0.1042235141201733	0.16893587961052856	0.12756559101148815	0.14514244205193286	0.12527707653034953	0.2779864923736646	0.11327808173004486	0.1499155355299517	0.42014669489704815	0.12860093500901945	0.1307982333158903	0.19335877589918535	0.13411924287195767	0.26483129045085074	0.13501178232632552	0.36634254197815197	0.1842163571718265	0.25550203289268664	0.12981077336821512	0.1340846810177411	0.16921913178602843	0.03818259837287407	0.22420927172747798	0.3443202277353127	0.1624325999088492	0.07581538094646616	0.1793551415391837	0.13083881117101603	0.1516576878896409	0.20298718246711922	0.2659190999410916	0.3086729953930381	0.14288033238664558	0.2959358668660006	0.1798591505562569	0.21165214590917958	0.15972870377531678	0.11074511420263979	0.164138704324566	0.40069089409441266	0.0919008302549877	0.11074217127355127	0.11042477928855253	0.03219261175610557	0.19370654259829953	0.1303984744603015	0.2543239807676564	0.23291060848104633	0.15311786509058584	0.14480829347150234	0.12688072418924173	0.13286781929992614	0.1287994758516028	0.13952755063056124	0.33709348682394313	0.12262885605270088	0.30927363375614003	0.42748590968760924	0.21689083554658495	0.024688230118460653	0.1600631223554841	0.28038730339803164	0.19732971401918117	0.23119461898028823	0.40417491265174427	0.04750641659521534	0.6049023234857009	0.5154783116418385	0.3027007992034334	0.14323374772417327	0.13164064572663853	0.20674249513177345	0.08990359798146492
EG10310	0.32392305859614057	0.5489424670898889	0.45906893362389084	0.43910320220317844	0.4415257560908525	0.4201677281283629	0.3893719165696761	0.5093667880920665	0.39231008026254177	0.42226595142766526	0.5394578270948692	0.4224469719279014	0.5751354476435493	0.41665024776003345	0.5368544545930694	0.41551794234469874	0.4364366125450916	0.3599823865202398	0.38177169184011844	0.5491613763122968	0.4331265301992917	0.4613436983530232	0.4203185685042964	0.4495833072097033	0.4066086338726485	0.41020219903543426	0.42018802202272015	0.24652083085024576	0.31307845084168034	0.45677702133921705	0.44191387210213884	0.4100524845709446	0.4514399563663708	0.5122087514253517	0.5036466741982294	0.3243096087842962	0.3460397104051672	0.44941181297430016	0.49064066454739064	0.4265974853104534	0.5678009011838159	0.6373678329426496	0.4085600309031785	0.40887905053799894	0.47428740413871334	0.5562063571605956	0.5017076280219315	0.48848424860980183	0.4201330709682886	0.44206578129259977	0.5085411680232249	0.40332756037120265	0.4364199747499877	0.40302114611930956	0.48120676329246165	0.5465582590315876	0.42387016938937067	0.5342588411120333	0.4952271754487791	0.44284336468091107	0.41903572965601565	0.47161915292986606	0.5387942550911138	0.7010085830428449	0.5825848922182807	0.5575803297861545	0.3976520763925328	0.31162480127113745	0.45724115964054757	0.4767151801730186	0.4061076118122988	0.46622789369006107	0.5405820555072386	0.41959811619461707	0.385675129726013	0.5658816885561144	0.4084430685267641	0.6889701493041379	0.4493877736165395	0.3897352941425178	0.38646013664965484	0.5476203291169498	0.32156068180568004	0.423103798967572	0.33903645337613686	0.3578878609879769	0.40129073193798337	0.39220622772960917	0.4315164841948478	0.31184911752901295	0.4803800245645867	0.4240404229222265	0.3319562272917656	0.45564487543378596	0.420226825853054	0.33700983036442855	0.41153895740314245	0.5424859779691059	0.5442274044280373	0.37194930909707635
EG20080	0.19445970582702948	0.16224472991599068	0.3854390095114091	0.15277465617270825	0.24852516313539857	0.2527833602639715	0.5854089389368318	0.1897605551899695	0.19594601303424727	0.19894709287839785	0.377007122734551	0.16692357077335052	0.47261522826306424	0.356563308068105	0.17911565735723853	0.09478511303689621	0.40644366196852066	0.3156613016083875	0.15429935675556103	0.26756549314244543	0.16197382964319068	0.43727010291506346	0.24425732504528183	0.3743906145757177	0.31063707431549076	0.21912944908613044	0.5815751001271766	0.1224445855383423	0.21270652146265817	0.2738109250415251	0.1536357537600566	0.1845223620955262	0.34153227246635826	0.18159297188535722	0.2577295927031486	0.5341276830779319	0.17448668254097266	0.1796205173636716	0.2774013604562927	0.22628512823562097	0.2770509843840045	0.1705312015333113	0.2827827482461353	0.4822645450164351	0.32798448477354014	0.18320199672557397	0.19515658685029133	0.1885964304457859	0.05880235160661611	0.27392734077581327	0.6477286752634748	0.2049015048399177	0.1250050168849306	0.2809790880242472	0.22105238672917718	0.2283371581894823	0.383306959251657	0.5412879581910613	0.3943081609941081	0.2648239075887709	0.43057145524152846	0.1785343484090777	0.39515376872555547	0.27550965751183265	0.13790927210837675	0.177920897295557	0.3970994840149699	0.1338284378451836	0.15341979997376962	0.1939610716274801	0.1015921475970237	0.25108753229487263	0.19046695434016808	0.4715581724619766	0.30306243396299665	0.14700216136270233	0.1645696200753654	0.19191861230350155	0.25449457739010095	0.25466831816868646	0.17747994084958454	0.4854184233384707	0.20957950509117104	0.4381673648872252	0.375994729620481	0.2401041719890627	0.06395180047821979	0.25924713093267415	0.39549830461822466	0.1679372310550807	0.2635428989129566	0.4035381445540697	0.05580695758625452	0.4631549692444705	0.6133721167653146	0.36062482459732736	0.20241626413347238	0.29843615552180686	0.47434652697776875	0.09383719941199625
EG30113	0.28112404926687284	0.5540772340555505	0.6475666860026658	0.37672971116405535	0.6185916894762661	0.5413238657055097	0.6008525216976427	0.6602433405038612	0.7001906755540231	0.5036699572621145	0.7789806657484541	0.43838272709710224	0.6082368988242877	0.578021927818491	0.5670134320758248	0.4397158813434827	0.6020235200853349	0.6453729560260373	0.45260519822079553	0.41470349480292146	0.6179430269110717	0.7600842736832116	0.5460912108342331	0.6001522344124841	0.7282729078526144	0.7543280025694289	0.47479501255501005	0.2789418725599333	0.7853430676400766	0.6575012056703381	0.5693212136325085	0.6012354648494346	0.6896369404835898	0.6171026417847442	0.7599622024403985	0.5983165780629994	0.3058117506031441	0.4049717739423555	0.8470676892240987	0.5092256708238064	0.5600984788761104	0.48751353144374693	0.789400740070329	0.5790572713293012	0.5677880506210776	0.6362715574095301	0.6785715725086325	0.7027619709890497	0.29298224305930615	0.7717815539294882	0.6762477228478301	0.6502328948477543	0.5196832999301428	0.5345975518601672	0.5751610156484966	0.4890503508772744	0.9285327704850812	0.8741926497072355	0.694899742080559	0.5563134067334209	0.613464500632025	0.37743574912544947	0.6006961310349614	0.5877005609328531	0.7416269907200688	0.7427947329321366	0.5424673971946744	0.24588149207365248	0.6422558360227736	0.65184439706321	0.22119578211445806	0.4963681058952596	0.6797607206981526	0.6819032692525423	0.5409883625306011	0.6182033782672596	0.5730826860785021	0.4656727589703814	0.7209988896276271	0.6499999234003171	0.5235440791151333	0.6003719691323034	0.6199649420727816	0.6793563455143915	0.6500709940565395	0.6499995213601076	0.2916904180039393	0.7266775924436254	0.5923659736836079	0.3485723311704638	0.6157676457698701	0.6464923681391276	0.31745697032461473	0.6028081357265881	0.598433682156565	0.4585814609864302	0.5599615243918227	0.7979063165081633	0.6241420481349228	0.3301869577498328
EG10402	0.160816618403278	0.24681866428643273	0.5432177186535103	0.21177026031032473	0.3232006318745756	0.28470775588312375	0.6563006079805116	0.1624619968446915	0.23762032438812777	0.2084340500974195	0.5541424176264149	0.16324596813096023	0.48525375267524296	0.5564426581974314	0.2831690674257244	0.13814347393914936	0.4068645138871767	0.4991430689446137	0.15330304924222804	0.29005799716527353	0.19212440064548353	0.422279657011005	0.28192667771058144	0.3387935884813564	0.3544301222554987	0.460169581419088	0.6751167848096058	0.11760643264484426	0.38767395547015293	0.2497884568339555	0.23279059638337843	0.3000934174133728	0.433660025035093	0.2399412519728342	0.2904690104828625	0.6395580667305564	0.18605388068071702	0.22108012098942478	0.402285372545321	0.2732173315211384	0.3545801592867951	0.2525620964087675	0.542024926871481	0.3317599766876726	0.47411924543026684	0.3221787682218229	0.2598138607104267	0.26128600396985596	0.05246727951675092	0.332195242312654	0.6661928445246567	0.3936489139080267	0.15848098512097258	0.33847224788116725	0.3176298011671151	0.22278797953917398	0.4435947057848007	0.4793294683653698	0.545866894474297	0.38611601743655977	0.5788665472693072	0.21889189335134607	0.4544510681431628	0.24438077542286304	0.16856177081407972	0.4058738763346302	0.5927933670916633	0.12076243995768482	0.18144414528660313	0.30887484284127825	0.06705180637483882	0.21975811869429748	0.291379570577193	0.44336080848855663	0.37416543831026633	0.20275518059024109	0.19386428238090136	0.18837743258617373	0.32543341402679443	0.2893281143005777	0.20878618929369597	0.5225858313692325	0.3789237704088133	0.6017685270978493	0.48867137413877	0.31635051086347094	0.039449770523394066	0.29658246286237083	0.337276516102067	0.17957105431953668	0.3181820988877327	0.4911265235121283	0.0755339848568351	0.6317453607593674	0.6411039445387603	0.30832607169766724	0.2378695177545648	0.28377974722380733	0.4148849784944356	0.15146259279037355
EG11489	0.15732489588159498	0.5360952273627599	0.8540031769436709	0.3158701834897399	0.6919638271647442	0.25653700712366434	0.6491036204741555	0.33284713994557497	0.6447277033383207	0.2982884636233551	0.6657815720989665	0.18397942760764088	0.46362739945086306	0.3438376211411635	0.5411780986345216	0.14986230858464458	0.4763925904674466	0.8274941156911227	0.31101905540731734	0.2540617799132918	0.5842083490028747	0.7920258724274655	0.36698952600895035	0.661187276399368	0.7742192916844567	0.7410197753126447	0.6854881812235317	0.12589074080657786	0.8385091222439706	0.545101130495939	0.5193024663691407	0.625940841956349	0.8619494849661793	0.42027885201434584	0.6107929570641658	0.6376290757519268	0.20489084542431865	0.3778997216864788	0.73223897032374	0.4356752595872337	0.7391411856206308	0.7946339564777533	0.7320581066441209	0.27831544603022984	0.8689625941445787	0.7014210900184178	0.6001750028040173	0.5573566734018871	0.09603418327781321	0.8047502366022374	0.6739556010394111	0.8888828574049376	0.3335457487297555	0.7001328984813322	0.6001684437304685	0.3289012324563248	0.6497647789881594	0.6421146096580748	0.6690605708667188	0.568535934558644	0.3846558783605451	0.3413106660192875	0.5299573017102968	0.5087003412582679	0.34036038926512724	0.5048398589227622	0.5488854743700079	0.08452374000942448	0.46379059587401184	0.786140741861239	0.0443137699693768	0.43885908081820685	0.42550060477137175	0.6447776775777034	0.5174292061321616	0.6707888020162066	0.28800157701977364	0.39069459819370556	0.6349493711125894	0.6969251728581529	0.19234634220586497	0.6295664202006949	0.8008353852899567	0.6505195068778005	0.6424457650669927	0.7193417456235819	0.04001598586693026	0.6247068085690226	0.2732119223128234	0.14695941882755112	0.5348291139393978	0.48222576840292436	0.06415907498141327	0.6499999055411708	0.7595278097659122	0.36293152730491496	0.37650965744836623	0.6499994985736206	0.7255480835314061	0.13051980922540468
EG10356	0.5430030829557133	0.01602864286400787	0.26958599430569036	0.01837357153289369	0.027674407849917232	0.2921071861590297	0.27347327390098136	0.04056214712702685	4.800877437500318E-4	0.11142286801291408	0.34078289830374797	0.14144936504270297	0.7967140654814393	0.3671557108269301	0.025700447315504117	0.0072818377138488925	0.3968766450273458	0.2756239822047973	0.10277646136748153	0.6728298753920191	0.00343024073948929	0.20343798402992463	0.20527652721975195	0.14527736079612355	0.08497955775423097	0.04091872784021229	0.8303386289403869	0.41314026665045483	0.012759829951439764	0.01815387613631193	0.007011143442784319	0.0032745544961414372	0.1330128061433102	0.07420503582322464	0.032907806231449524	0.35502799786474476	0.2905314638806326	0.07857420615857803	0.07635103989489252	0.0618939477253864	0.08624153477411084	0.010627730413626852	0.19729405832950195	0.24838359951207595	0.10771033813528784	0.03466619338701276	0.014082066053851155	0.0017791066091391735	0.029401143359469584	0.05721889055578866	0.42608589762114313	0.03103669285990174	0.006595118605418966	0.10104314044620312	0.06762356878485139	0.22351149860230585	0.12969059361796334	0.2720160505732929	0.2880030902367351	0.0618315946284257	0.7810611137523593	0.16741806224395936	0.20128317618242567	0.030616131316490023	0.04223956887211027	0.056112229196500024	0.41378964378886335	0.3871778195250485	0.008748754334104453	0.002323289323576327	0.20985172890750975	0.044837504244763536	0.07465353649054364	0.1738281653463472	0.21957726501338223	0.0029760258739093774	0.12836251059609433	0.022473289520062865	0.002098507290237021	0.024829692428304944	0.1778522655224678	0.2295471144825798	0.00375435744830431	0.4447663113558832	0.2263093653973551	0.03121756688408376	0.026094872064814343	0.0010182580932408128	0.5901738844355349	0.9501557610600966	0.05437233237790189	0.8155297049698671	0.09282926014337416	0.5294131846241583	0.6500004518512709	0.7355794258917444	0.061313979568234686	0.00898161698501883	0.17458874675527858	0.08862271705421355
